enzyme	enzyme_name	ec	module	module_name
ec:2.2.1.2	 transaldolase	2.2.1.2	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:5.3.1.9	 glucose-6-phosphate isomerase	5.3.1.9	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:2.7.6.1	 ribose-phosphate pyrophosphokinase	2.7.6.1	M00005	PRPP biosynthesis, ribose 5P => PRPP
ec:1.1.1.47	 hexose-6-phosphate dehydrogenase	1.1.1.47	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:3.1.1.31	 hexose-6-phosphate dehydrogenase	3.1.1.31	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.49	 glucose-6-phosphate 1-dehydrogenase	1.1.1.49	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.363	 glucose-6-phosphate 1-dehydrogenase	1.1.1.363	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.388	 glucose-6-phosphate 1-dehydrogenase	1.1.1.388	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:3.1.1.31	 6-phosphogluconolactonase	3.1.1.31	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.44	 6-phosphogluconate dehydrogenase	1.1.1.44	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.343	 6-phosphogluconate dehydrogenase	1.1.1.343	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:2.2.1.1	 transketolase	2.2.1.1	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:2.2.1.2	 transaldolase	2.2.1.2	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:5.1.3.1	 ribulose-phosphate 3-epimerase	5.1.3.1	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:5.3.1.6	 ribose 5-phosphate isomerase	5.3.1.6	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:1.1.1.49	 glucose-6-phosphate 1-dehydrogenase	1.1.1.49	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:1.1.1.363	 glucose-6-phosphate 1-dehydrogenase	1.1.1.363	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:3.1.1.31	 6-phosphogluconolactonase	3.1.1.31	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:4.2.1.12	 phosphogluconate dehydratase	4.2.1.12	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:4.1.2.14	 2-dehydro-3-deoxyphosphogluconate aldolase	4.1.2.14	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:2.3.3.1	 citrate synthase	2.3.3.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.3.3	 citrate (Re)-synthase	2.3.3.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:4.2.1.3	 aconitate hydratase	4.2.1.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.42	 isocitrate dehydrogenase	1.1.1.42	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.41	 isocitrate dehydrogenase	1.1.1.41	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.4.2	 2-oxoglutarate dehydrogenase complex	1.2.4.2	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.1.61	 2-oxoglutarate dehydrogenase complex	2.3.1.61	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.8.1.4	 2-oxoglutarate dehydrogenase complex	1.8.1.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.11	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	1.2.7.11	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit gamma	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.5	 succinyl-CoA synthetase	6.2.1.5	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.4	 succinyl-CoA synthetase	6.2.1.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.5	 succinyl-CoA synthetase	6.2.1.5	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.8.3.18	 succinyl-CoA:acetate CoA-transferase	2.8.3.18	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.1	 succinate dehydrogenase	1.3.5.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.1	 succinate dehydrogenase / fumarate reductase	1.3.5.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.4	 succinate dehydrogenase / fumarate reductase	1.3.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.4	fumarate reductase	1.3.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:4.2.1.2	 fumarate hydratase	4.2.1.2	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.37	 malate dehydrogenase	1.1.1.37	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.5.4	 malate dehydrogenase (quinone)	1.1.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.3.1	 citrate synthase	2.3.3.1	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:2.3.3.3	 citrate (Re)-synthase	2.3.3.3	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:4.2.1.3	 aconitate hydratase	4.2.1.3	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.1.1.42	 isocitrate dehydrogenase	1.1.1.42	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.1.1.41	 isocitrate dehydrogenase	1.1.1.41	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.2.4.2	 2-oxoglutarate dehydrogenase	1.2.4.2	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.3.1.61	 2-oxoglutarate dehydrogenase	2.3.1.61	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.8.1.4	 2-oxoglutarate dehydrogenase	1.8.1.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.11	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	1.2.7.11	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit gamma	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit delta	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.5	 succinyl-CoA synthetase	6.2.1.5	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.4	 succinyl-CoA synthetase	6.2.1.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.5	 succinyl-CoA synthetase	6.2.1.5	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.8.3.18	 succinyl-CoA:acetate CoA-transferase	2.8.3.18	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.1	 succinate dehydrogenase	1.3.5.1	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.1	 succinate dehydrogenase / fumarate reductase	1.3.5.1	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.4	 succinate dehydrogenase / fumarate reductase	1.3.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.4	fumarate reductase	1.3.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:4.2.1.2	 fumarate hydratase	4.2.1.2	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.1.1.37	 malate dehydrogenase	1.1.1.37	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.1.5.4	 malate dehydrogenase (quinone)	1.1.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.3.3.1	 citrate synthase	2.3.3.1	M00012	Glyoxylate cycle
ec:4.2.1.3	 aconitate hydratase	4.2.1.3	M00012	Glyoxylate cycle
ec:4.1.3.1	 isocitrate lyase	4.1.3.1	M00012	Glyoxylate cycle
ec:2.3.3.9	 malate synthase	2.3.3.9	M00012	Glyoxylate cycle
ec:4.1.3.24	 bifunctional (S)-malyl-CoA lyase/thioesterase	4.1.3.24	M00012	Glyoxylate cycle
ec:3.1.2.30	 bifunctional (S)-malyl-CoA lyase/thioesterase	3.1.2.30	M00012	Glyoxylate cycle
ec:1.1.1.37	 malate dehydrogenase	1.1.1.37	M00012	Glyoxylate cycle
ec:1.3.8.1	 ACADS; butyryl-CoA dehydrogenase	1.3.8.1	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.3.3.6	 E1.3.3.6; acyl-CoA oxidase	1.3.3.6	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:4.2.1.17	 enoyl-CoA hydratase	4.2.1.17	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:4.2.1.-	 multifunctional beta-oxidation protein	4.2.1.-	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:3.1.2.4	 3-hydroxyisobutyryl-CoA hydrolase	3.1.2.4	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.1.1.59	 3-hydroxypropionate dehydrogenase	1.1.1.59	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.2.1.18	 malonate-semialdehyde dehydrogenase (acetylating)	1.2.1.18	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.1.1.22	 UDPglucose 6-dehydrogenase	1.1.1.22	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.7.64	 UDP-sugar pyrophosphorylase	2.7.7.64	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.1.43	 glucuronokinase	2.7.1.43	M00014	Glucuronate pathway (uronate pathway)
ec:2.4.1.17	 glucuronosyltransferase	2.4.1.17	M00014	Glucuronate pathway (uronate pathway)
ec:3.2.1.31	 beta-glucuronidase	3.2.1.31	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.2	 alcohol dehydrogenase (NADP+)	1.1.1.2	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.45	 L-gulonate 3-dehydrogenase	1.1.1.45	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.10	 L-xylulose reductase	1.1.1.10	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.9	 D-xylulose reductase	1.1.1.9	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.14	 L-iditol 2-dehydrogenase	1.1.1.14	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.1.17	 xylulokinase	2.7.1.17	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.2.11	 glutamate 5-kinase	2.7.2.11	M00015	Proline biosynthesis, glutamate => proline
ec:1.2.1.41	 glutamate-5-semialdehyde dehydrogenase	1.2.1.41	M00015	Proline biosynthesis, glutamate => proline
ec:2.7.2.11	 delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11	M00015	Proline biosynthesis, glutamate => proline
ec:1.2.1.41	 delta-1-pyrroline-5-carboxylate synthetase	1.2.1.41	M00015	Proline biosynthesis, glutamate => proline
ec:1.5.1.2	 pyrroline-5-carboxylate reductase	1.5.1.2	M00015	Proline biosynthesis, glutamate => proline
ec:2.7.2.4	 aspartate kinase	2.7.2.4	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:1.2.1.11	 aspartate-semialdehyde dehydrogenase	1.2.1.11	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:4.3.3.7	 4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:1.17.1.8	 4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:2.3.1.117	 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	2.3.1.117	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:2.6.1.17	 N-succinyldiaminopimelate aminotransferase	2.6.1.17	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:3.5.1.18	 succinyl-diaminopimelate desuccinylase	3.5.1.18	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:5.1.1.7	 diaminopimelate epimerase	5.1.1.7	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:4.1.1.20	 diaminopimelate decarboxylase	4.1.1.20	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
ec:2.7.2.4	 aspartate kinase	2.7.2.4	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:1.2.1.11	 aspartate-semialdehyde dehydrogenase	1.2.1.11	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:1.1.1.3	 homoserine dehydrogenase	1.1.1.3	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:2.3.1.46	 homoserine O-succinyltransferase	2.3.1.46	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:2.5.1.48	 cystathionine gamma-synthase	2.5.1.48	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:4.4.1.13	 cysteine-S-conjugate beta-lyase	4.4.1.13	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:2.1.1.13	 methionine synthase	2.1.1.13	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:2.1.1.14	 methionine synthase	2.1.1.14	M00017	Methionine biosynthesis, apartate => homoserine => methionine
ec:2.7.2.4	 aspartate kinase	2.7.2.4	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
ec:1.2.1.11	 aspartate-semialdehyde dehydrogenase	1.2.1.11	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
ec:1.1.1.3	 homoserine dehydrogenase	1.1.1.3	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
ec:2.7.1.39	 homoserine kinase	2.7.1.39	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
ec:4.2.3.1	 threonine synthase	4.2.3.1	M00018	Threonine biosynthesis, aspartate => homoserine => threonine
ec:2.2.1.6	 acetolactate synthase	2.2.1.6	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
ec:1.1.1.86	 ketol-acid reductoisomerase	1.1.1.86	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
ec:4.2.1.9	 dihydroxy-acid dehydratase	4.2.1.9	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
ec:2.6.1.42	 branched-chain amino acid aminotransferase	2.6.1.42	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
ec:1.1.1.95	 D-3-phosphoglycerate dehydrogenase	1.1.1.95	M00020	Serine biosynthesis, glycerate-3P => serine
ec:2.6.1.52	 phosphoserine aminotransferase	2.6.1.52	M00020	Serine biosynthesis, glycerate-3P => serine
ec:3.1.3.3	 phosphoserine phosphatase	3.1.3.3	M00020	Serine biosynthesis, glycerate-3P => serine
ec:2.3.1.30	 serine O-acetyltransferase	2.3.1.30	M00021	Cysteine biosynthesis, serine => cysteine
ec:2.5.1.47	 cysteine synthase	2.5.1.47	M00021	Cysteine biosynthesis, serine => cysteine
ec:2.5.1.54	 3-deoxy-7-phosphoheptulonate synthase	2.5.1.54	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:4.2.3.4	 3-dehydroquinate synthase	4.2.3.4	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:4.2.1.10	 3-dehydroquinate dehydratase	4.2.1.10	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:1.1.1.25	 shikimate 5-dehydrogenase	1.1.1.25	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:2.7.1.71	 shikimate kinase	2.7.1.71	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:2.5.1.19	 3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:4.2.3.5	 chorismate synthase	4.2.3.5	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
ec:4.1.3.27	 anthranilate synthase	4.1.3.27	M00023	Tryptophan biosynthesis, chorismate => tryptophan
ec:2.4.2.18	 anthranilate phosphoribosyltransferase	2.4.2.18	M00023	Tryptophan biosynthesis, chorismate => tryptophan
ec:5.3.1.24	 phosphoribosylanthranilate isomerase	5.3.1.24	M00023	Tryptophan biosynthesis, chorismate => tryptophan
ec:4.1.1.48	 indole-3-glycerol phosphate synthase	4.1.1.48	M00023	Tryptophan biosynthesis, chorismate => tryptophan
ec:4.2.1.20	 tryptophan synthase	4.2.1.20	M00023	Tryptophan biosynthesis, chorismate => tryptophan
ec:5.4.99.5	 chorismate mutase	5.4.99.5	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine
ec:4.2.1.51	 prephenate dehydratase	4.2.1.51	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine
ec:2.6.1.57	 aromatic-amino-acid transaminase	2.6.1.57	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine
ec:5.4.99.5	 chorismate mutase	5.4.99.5	M00025	Tyrosine biosynthesis, chorismate => tyrosine
ec:1.3.1.12	 prephenate dehydrogenase	1.3.1.12	M00025	Tyrosine biosynthesis, chorismate => tyrosine
ec:2.6.1.5	 tyrosine aminotransferase	2.6.1.5	M00025	Tyrosine biosynthesis, chorismate => tyrosine
ec:2.6.1.57	 aromatic-amino-acid transaminase	2.6.1.57	M00025	Tyrosine biosynthesis, chorismate => tyrosine
ec:2.4.2.17	 ATP phosphoribosyltransferase	2.4.2.17	M00026	Histidine biosynthesis, PRPP => histidine
ec:3.6.1.31	 phosphoribosyl-ATP pyrophosphohydrolase	3.6.1.31	M00026	Histidine biosynthesis, PRPP => histidine
ec:3.5.4.19	 phosphoribosyl-AMP cyclohydrolase	3.5.4.19	M00026	Histidine biosynthesis, PRPP => histidine
ec:5.3.1.16	 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	5.3.1.16	M00026	Histidine biosynthesis, PRPP => histidine
ec:4.3.2.10	 imidazole glycerol-phosphate synthase	4.3.2.10	M00026	Histidine biosynthesis, PRPP => histidine
ec:4.2.1.19	 imidazoleglycerol-phosphate dehydratase	4.2.1.19	M00026	Histidine biosynthesis, PRPP => histidine
ec:2.6.1.9	 histidinol-phosphate aminotransferase	2.6.1.9	M00026	Histidine biosynthesis, PRPP => histidine
