enzyme	enzyme_name	ec	module	module_name
ec:1.2.7.6	 glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6] [RN:R07159]	1.2.7.6	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
ec:5.4.2.11	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.11	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
ec:5.4.2.12	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.12	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
ec:4.2.1.11	 enolase [EC:4.2.1.11] [RN:R00658]	4.2.1.11	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
ec:2.7.1.40	 pyruvate kinase [EC:2.7.1.40] [RN:R00200]	2.7.1.40	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
ec:5.3.1.1	 triosephosphate isomerase [EC:5.3.1.1] [RN:R01015]	5.3.1.1	M00002	Glycolysis, core module involving three-carbon compounds
ec:1.2.1.12	 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	1.2.1.12	M00002	Glycolysis, core module involving three-carbon compounds
ec:1.2.1.59	 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	1.2.1.59	M00002	Glycolysis, core module involving three-carbon compounds
ec:2.7.2.3	 phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	2.7.2.3	M00002	Glycolysis, core module involving three-carbon compounds
ec:1.2.7.6	 glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6] [RN:R07159]	1.2.7.6	M00002	Glycolysis, core module involving three-carbon compounds
ec:5.4.2.11	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.11	M00002	Glycolysis, core module involving three-carbon compounds
ec:5.4.2.12	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.12	M00002	Glycolysis, core module involving three-carbon compounds
ec:4.2.1.11	 enolase [EC:4.2.1.11] [RN:R00658]	4.2.1.11	M00002	Glycolysis, core module involving three-carbon compounds
ec:2.7.1.40	 pyruvate kinase [EC:2.7.1.40] [RN:R00200]	2.7.1.40	M00002	Glycolysis, core module involving three-carbon compounds
ec:4.1.1.32	 phosphoenolpyruvate carboxykinase [EC:4.1.1.32 4.1.1.49] [RN:R00431 R00726 R00341]	4.1.1.32	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:4.1.1.49	 phosphoenolpyruvate carboxykinase [EC:4.1.1.32 4.1.1.49] [RN:R00431 R00726 R00341]	4.1.1.49	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:4.2.1.11	 enolase [EC:4.2.1.11] [RN:R00658]	4.2.1.11	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:5.4.2.11	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.11	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:5.4.2.12	 phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	5.4.2.12	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:2.7.2.3	 phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	2.7.2.3	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:1.2.1.12	 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	1.2.1.12	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:1.2.1.59	 glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	1.2.1.59	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:5.3.1.1	 triosephosphate isomerase (TIM) [EC:5.3.1.1] [RN:R01015]	5.3.1.1	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:4.1.2.13	 fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	4.1.2.13	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:3.1.3.11	 fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R04780]	3.1.3.11	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:4.1.2.13	 fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11] [RN:R01070 R04780]	4.1.2.13	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:3.1.3.11	 fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11] [RN:R01070 R04780]	3.1.3.11	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
ec:1.1.1.47	 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	1.1.1.47	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:3.1.1.31	 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	3.1.1.31	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:1.1.1.49	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.49	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:1.1.1.363	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.363	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:1.1.1.388	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.388	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:3.1.1.31	 6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	3.1.1.31	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:1.1.1.44	 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	1.1.1.44	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:1.1.1.343	 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	1.1.1.343	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:5.1.3.1	 ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	5.1.3.1	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:5.3.1.6	 ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	5.3.1.6	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:2.2.1.1	 transketolase [EC:2.2.1.1] [RN:R01641]	2.2.1.1	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:2.2.1.2	 transaldolase [EC:2.2.1.2] [RN:R01827]	2.2.1.2	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:5.3.1.9	 glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	5.3.1.9	M00004	Pentose phosphate pathway (Pentose phosphate cycle)
ec:2.7.6.1	 ribose-phosphate pyrophosphokinase [EC:2.7.6.1] [RN:R01049]	2.7.6.1	M00005	PRPP biosynthesis, ribose 5P => PRPP
ec:1.1.1.47	 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	1.1.1.47	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:3.1.1.31	 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	3.1.1.31	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.49	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.49	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.363	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.363	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.388	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	1.1.1.388	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:3.1.1.31	 6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	3.1.1.31	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.44	 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	1.1.1.44	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:1.1.1.343	 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	1.1.1.343	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
ec:2.2.1.1	 transketolase [EC:2.2.1.1] [RN:R01830 R01641]	2.2.1.1	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:2.2.1.2	 transaldolase [EC:2.2.1.2] [RN:R01827]	2.2.1.2	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:5.1.3.1	 ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	5.1.3.1	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:5.3.1.6	 ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	5.3.1.6	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
ec:1.1.1.49	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907]	1.1.1.49	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:1.1.1.363	 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [RN:R02736 R10907]	1.1.1.363	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:3.1.1.31	 6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	3.1.1.31	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:4.2.1.12	 phosphogluconate dehydratase [EC:4.2.1.12] [RN:R02036]	4.2.1.12	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:4.1.2.14	 2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	4.1.2.14	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
ec:2.3.3.1	 citrate synthase [EC:2.3.3.1] [RN:R00351]	2.3.3.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.3.3	 citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	2.3.3.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:4.2.1.3	 aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	4.2.1.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.42	 isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	1.1.1.42	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.41	 isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	1.1.1.41	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.4.2	 2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	1.2.4.2	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.1.61	 2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	2.3.1.61	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.8.1.4	 2-oxoglutarate dehydrogenase complex [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	1.8.1.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.11	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.11	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	1.2.7.3	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.5	 succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	6.2.1.5	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.4	 succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	6.2.1.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:6.2.1.5	 succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	6.2.1.5	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.8.3.18	 succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	2.8.3.18	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.1	 succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	1.3.5.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.1	 succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	1.3.5.1	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.4	 succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	1.3.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.3.5.4	fumarate reductase [EC:1.3.5.4] [RN:R02164]	1.3.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:4.2.1.2	 fumarate hydratase [EC:4.2.1.2] [RN:R01082]	4.2.1.2	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.1.37	 malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	1.1.1.37	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:1.1.5.4	 malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	1.1.5.4	M00009	Citrate cycle (TCA cycle, Krebs cycle)
ec:2.3.3.1	 citrate synthase [EC:2.3.3.1] [RN:R00351]	2.3.3.1	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:2.3.3.3	 citrate (Re)-synthase [EC:2.3.3.3] [RN:R00351]	2.3.3.3	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:4.2.1.3	 aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900 R01324]	4.2.1.3	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.1.1.42	 isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	1.1.1.42	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.1.1.41	 isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709]	1.1.1.41	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
ec:1.2.4.2	 2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	1.2.4.2	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.3.1.61	 2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	2.3.1.61	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.8.1.4	 2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]	1.8.1.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.11	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.11	 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]	1.2.7.11	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.2.7.3	 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]	1.2.7.3	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.5	 succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	6.2.1.5	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.4	 succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	6.2.1.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:6.2.1.5	 succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]	6.2.1.5	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.8.3.18	 succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]	2.8.3.18	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.1	 succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]	1.3.5.1	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.1	 succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	1.3.5.1	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.4	 succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	1.3.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.3.5.4	fumarate reductase [EC:1.3.5.4] [RN:R02164]	1.3.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:4.2.1.2	 fumarate hydratase [EC:4.2.1.2] [RN:R01082]	4.2.1.2	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.1.1.37	 malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	1.1.1.37	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:1.1.5.4	 malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]	1.1.5.4	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
ec:2.3.3.1	 citrate synthase [EC:2.3.3.1] [RN:R00351]	2.3.3.1	M00012	Glyoxylate cycle
ec:4.2.1.3	 aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]	4.2.1.3	M00012	Glyoxylate cycle
ec:4.1.3.1	 isocitrate lyase [EC:4.1.3.1] [RN:R00479]	4.1.3.1	M00012	Glyoxylate cycle
ec:2.3.3.9	 malate synthase [EC:2.3.3.9] [RN:R00472]	2.3.3.9	M00012	Glyoxylate cycle
ec:4.1.3.24	 bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]	4.1.3.24	M00012	Glyoxylate cycle
ec:3.1.2.30	 bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]	3.1.2.30	M00012	Glyoxylate cycle
ec:1.1.1.37	 malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	1.1.1.37	M00012	Glyoxylate cycle
ec:1.3.8.1	 ACADS; butyryl-CoA dehydrogenase [EC:1.3.8.1] [RN:R04432]	1.3.8.1	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.3.3.6	 E1.3.3.6; acyl-CoA oxidase [EC:1.3.3.6] [RN:R12356]	1.3.3.6	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:4.2.1.17	 enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	4.2.1.17	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:4.2.1.-	 multifunctional beta-oxidation protein [EC:4.2.1.-] [RN:R03045]	4.2.1.-	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:3.1.2.4	 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] [RN:R03157 R03158]	3.1.2.4	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.1.1.59	 3-hydroxypropionate dehydrogenase [EC:1.1.1.59] [RN:R01608]	1.1.1.59	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.2.1.18	 malonate-semialdehyde dehydrogenase (acetylating) [EC:1.2.1.18] [RN:R00740]	1.2.1.18	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
ec:1.1.1.22	 UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	1.1.1.22	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.7.64	 UDP-sugar pyrophosphorylase [EC:2.7.7.64] [RN:R01381]	2.7.7.64	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.1.43	 glucuronokinase [EC:2.7.1.43] [RN:R01476]	2.7.1.43	M00014	Glucuronate pathway (uronate pathway)
ec:2.4.1.17	 glucuronosyltransferase [EC:2.4.1.17] [RN:R01383]	2.4.1.17	M00014	Glucuronate pathway (uronate pathway)
ec:3.2.1.31	 beta-glucuronidase [EC:3.2.1.31] [RN:R01478]	3.2.1.31	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.2	 alcohol dehydrogenase (NADP+) [EC:1.1.1.2] [RN:R01481]	1.1.1.2	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.45	 L-gulonate 3-dehydrogenase [EC:1.1.1.45] [RN:R02640]	1.1.1.45	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.10	 L-xylulose reductase [EC:1.1.1.10] [RN:R01904]	1.1.1.10	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.9	 D-xylulose reductase [EC:1.1.1.9] [RN:R01896]	1.1.1.9	M00014	Glucuronate pathway (uronate pathway)
ec:1.1.1.14	 L-iditol 2-dehydrogenase [EC:1.1.1.14] [RN:R01896]	1.1.1.14	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.1.17	 xylulokinase [EC:2.7.1.17] [RN:R01639]	2.7.1.17	M00014	Glucuronate pathway (uronate pathway)
ec:2.7.2.11	 glutamate 5-kinase [EC:2.7.2.11] [RN:R00239]	2.7.2.11	M00015	Proline biosynthesis, glutamate => proline
ec:1.2.1.41	 glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] [RN:R03313]	1.2.1.41	M00015	Proline biosynthesis, glutamate => proline
ec:2.7.2.11	 delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41] [RN:R00239 R03313]	2.7.2.11	M00015	Proline biosynthesis, glutamate => proline
